片名,年份,语言,第一语言,筛选原因,导演,类型,制片国家/地区,豆瓣评分,评价人数,剧情简介,Gemini评价,Region,Language_Category,Decade,Is_Dialect,来源URL
松鼠自杀事件,2007,汉语普通话 / 日语 / 英语 / 西班牙语,汉语普通话,外语为主(外语3/中文1),吴米森,悬疑 / 爱情,中国台湾 / 日本,6.3,714,男子和May是公司裡的同事。他們都有美滿幸福的婚姻，各自的配偶April和Tom也因為彼此有好的關係，相互認識。然而，男子和May 卻因為工作的經常往來，發生感情，而在基於不破壞對方婚姻的共識下， 000005DC 發生了一段外遇。他們經常利用公司中午休息的時間，固定到公司附近某間旅館的七○四號房間，一同進餐，然後休息，也彼此透過電子郵件通信。很不巧的，這段出軌的感情，卻被 May的老公發現了，並且派徵信社跟蹤，拍照，把種種證據寄給他們任職的公司，甚至寄給男子的老婆April。男子和May只好被迫離職。Tom和April都無法接受他們的行為，提出離婚的要求。男子和 May遂雙雙陷入一種無奈的狀態中，他們並不想要這種結局，可是顯然的，情勢的發展，遠非他們所能掌控。於是在失去家庭和工作的雙重打擊下， May提出一同去旅行的建議。他們旅行的地點是一個南美洲附近的小島──拉邦克查島，這個島嶼鮮為人知，一年的觀光客不到十個人。它曾經是西班牙的殖民地，在二十世紀獲得獨立。然而，這個島之所以被某些人注意，則是因為它特殊的地理環境。在小島的東南方，是經年不化的雪山，其餘的部分則是肥沃的平原。但奇怪的是，這三、四十年來，原本肥沃的平原，卻以驚人的速度沙漠化，就像是土地有強大的意志力在自我毀滅一樣，迫使得島上的年輕人不得不紛紛出走，向海外尋覓新天地。May很喜歡旅行，嫻熟西班牙文，而男子則是從來沒有出國的經驗，所以他一切聽任 May的安排和建議。他們在機場租了車，準備越過沙漠，經過島中央的首都，然後到達雪山。但是，在橫越沙漠的途中，他們下車休息時，May卻不小心把車門關上，? 000005DC S想到車子就自動上鎖，而鑰匙還留在車子中。在想盡辦法，都無法打開車門之後。May要男子獨自在車旁等候，而May則攔下一輛賓士車，前去警察局求救。沒想到，May這一去，就沒有回頭。男子獨自在路邊等候，等了將近四個多小時， May都沒有回來。他充滿了疑惑與不安。這時，出現了另一名台灣女子CoCo，宣稱她在島上長大，她幫男子把車鎖打開，並且陪同男子去警察局報案。但這時，他們卻意外發現，May把男子的護照和信用卡拿去了，而且May放在車廂中的行李箱，竟然是空的，裡面只有放著一疊地圖和行程表。 May的目的何在？她故意設計，把男子帶到這個島上嗎？她的目的又是什麼？於是男子和CoCo，決定依照May規劃的路線，去尋找這個答案。但May究竟在哪裡？在旅程的終點雪山嗎？還是May根本早就已經悄悄地回到了台灣？這段充滿疑問的旅程，於此展開。他們在一路上遇見了這個島的國王和王后，以及這個島的居民，體認到他們的愛與記憶，生與死，以及內心最深層的歡樂與悲哀………。,,China,Chinese,2000s,1,https://movie.douban.com/subject/1793121/
红气球之旅,2007,法语 / 汉语普通话,法语,外语为第一语言,侯孝贤,剧情 / 家庭,法国 / 中国台湾,7.4,8621,本片为侯孝贤向法国导演艾尔伯特•拉摩里斯（Albert Lamorisse）拍摄于1956年的短片、在电影史上有重要地位的《红气球（Le Ballon Rouge）》的致敬之作，也是他继《咖啡时光》之后拍摄的第二部致敬外语片。Suzanne（朱丽叶•比诺什 Juliette Binoche）每日为一出筹备中的改编自中国元曲的木偶剧《求妻煮海人》中角色的声音演出以及其它琐事忙得焦头烂额，加上丈夫Pierre远在加拿大蒙特利尔写小说，儿子Simon（Simon Iteanu）成了“累赘”，无奈，她请了在巴黎念电影的中国女孩Song（宋芳 Song Fang）照料Simon。与Simon在一起时，Song双手始终不离摄影机，并向好奇她在拍什么的Simon提及《红气球》。Suzanne的房客Marc（Hippolyte GirardotLouise）仗着是Pierre的朋友，时常做出一些令她愤怒的事，而房租更是借口生活贫困已经好几个月未交。Suzanne有心接在布鲁塞尔的女儿Louise（Louise Margolin）回巴黎念书，决定赶走Marc，却不得Pierre理解。将一切看在眼里的Song没有参与类似琐事，她与Suzanne保持着淡然的朋友关系，多数时间想的只是她的电影：Simon发现一个无人理会的大红气球，拉着它穿越巴黎的大街小巷的过程，被她记录在摄影机里，成了一部电影中的电影。之后，该红气球也似有生命般，始终在Simon出现的地点上空飘来荡去。,导演以舒缓诗意的长镜头与温暖柔和的光影，勾勒出巴黎都市中的寂寞青春与童真，温情而迷人。,Europe,Chinese,2000s,1,https://movie.douban.com/subject/1856436/
2008年第29届北京奥运会开幕式,2008,汉语普通话 / 英语 / 法语,汉语普通话,外语为主(外语2/中文1),张艺谋 / 张继钢 / 陈维亚,运动,中国大陆,9.2,41156,1. 北京奥运会开幕式欢迎仪式篇（倒计时最后10秒、欢迎焰火、29个焰火历史足迹、梦幻五环、国旗入场、1名儿童演唱《歌唱祖国》、56个民族的儿童簇拥着国旗走来、升中华人民共和国国旗，唱中华人民共和国国歌）2. 北京奥运会开幕式文艺演出篇（上篇：灿烂文明，画卷、文字、戏曲、丝路、礼乐；下篇：星光、自然、梦想、刘欢和莎拉·布莱曼演唱主题歌《我和你》）3. 北京奥运会开幕式运动员入场篇（204个国家代表团入场、胡锦涛宣布第29届奥运会开幕、刘淇致辞、罗格致辞、运动员及裁判员代表宣誓）4. 北京奥运会开幕式点燃圣火篇（首棒许海峰、第二棒高敏、第三棒李小双、第四棒占旭刚、第五棒张军、第六棒陈中、第七棒孙晋芳、第八棒李宁举火炬凌空绕场一周，点燃主火炬塔）,《北京奥运会开幕式》通过真实客观的叙事视角，重现了波澜壮阔的瞬间，闡头极具历史厚重，是一部格局宏大的史诗巨作。,China,Chinese,2000s,1,https://movie.douban.com/subject/3173528/
一个人的奥林匹克,2008,英语 / 汉语普通话 / 日语 / 德语,英语,外语为第一语言,侯咏,喜剧 / 剧情 / 运动,中国大陆,7.4,1390,“九一八”事变前夕，刘长春（李兆林 饰）是东北大学的学生，在德籍教练指导下练习短跑，事变后，他回到了家乡大连。刘长春目睹了山河破碎的祖国现状，伹他从未放弃训练，决心有一天能为国争光，他的做法得到了妻子姜秀珍（马镜 饰）的支持。日寇控制下的伪满要他代表“满洲国”参加奥运会，誓死不当汉奸的刘长春躲过追捕逃至北平，他要代表中国参加奥运会。但国民政府以“资金不足”为由拒绝了他的请求，无奈之下他求助原东北大学校长张学良（胡军 饰），张资助他八千大洋以资鼓励，怀惴强国梦想的刘长春远赴美国参加第十届夏季奥运会。入场式上，代表四万万同胞出征的刘长春走来了......,经典电影暂无评价,China,Chinese,2000s,1,https://movie.douban.com/subject/2144584/
上海公园,2008,汉语普通话 / 英语 / 韩语,汉语普通话,外语为主(外语2/中文1),黄凯,剧情 / 爱情,中国大陆,6.7,573,即将前往南方工作的吴正冬（魏云 饰），临走前的那一晚，在多年后的同学聚会上，与已婚的昔日恋人杜蕊蕊（褚颖颖 饰）重逢。此时的两人，早已不再意气风发执着于梦想。吴正冬变得不再骄傲，杜蕊蕊变得不再天真。生活，正改变着他们。唯一没有变化的，是彼此心中的深爱。过去情感上的创伤并没有因时间流逝而得以平复，这段校园恋的后遗症还在延续……面对曾经失去的那份爱那个人，生活轨迹早已不同的两人，是选择逃避？克制？还是隐忍？这段旧情在现实之下将如何发展？,,China,Chinese,2000s,1,https://movie.douban.com/subject/3337829/
中国月亮,2008,英语 / 汉语普通话,英语,外语为第一语言,Ron Berrett,喜剧 / 剧情 / 爱情,中国大陆 / 美国,5.3,146,Aimlessly cruising through his first post-Stanford University summer， 22 year old David Braddock finds himself in China where he meets Mei， an ambitious young girl who urges him to find his life's direction.(From IMDb),,China,Chinese,2000s,1,https://movie.douban.com/subject/1890554/
功夫之王,2008,英语 / 汉语普通话,英语,外语为第一语言,罗伯·明可夫,动作 / 奇幻 / 冒险,美国 / 中国大陆,5.7,167761,杰森（Michael Angarano 饰）是一个疯狂迷恋港台功夫片的美国少年，然而现实中的他却饱受坏孩子的欺负，不敢反抗。偶然机会，节森从某中国古董店得到一根如意金箍棒，借着金箍棒的力量，他竟然回到了几千年前的中国。此时，邪恶的玉疆战神（邹兆龙 饰）凭借降伏齐天大圣孙悟空（李连杰 饰）的威名篡夺天界，靠武力鱼肉百姓，民不聊生。杰森先后邂逅了嗜酒的游侠鲁彦（成龙 饰）、沉默寡言的默僧（李连杰 饰）以及轻盈美丽的金燕子（刘亦菲 饰）。他们为解救被困的齐天大圣朝着天界进发……,影片以宏大悲壮的战争史诗与凌厉的动作美学，深刻探讨了家国情怀、江湖道义与人性抉择。,North_America,Chinese,2000s,1,https://movie.douban.com/subject/1939414/
功夫小子,2008,日语 / 汉语普通话,日语,外语为第一语言,小田一生,动作 / 儿童,日本 / 中国大陆,4.6,1891,小和尚功夫（张壮 饰）年纪虽小但武功高强，为了能够继承武林绝学“南平拳”，功夫整日勤学苦练，师兄们纷纷成为他的手下败将。然而，师傅告诉功夫，想要获得继承权，他还需要打败一个神秘人物，功夫手上的铃铛会引导他找到这位和功夫素未谋面的宿敌。功夫来到了日本，被经营中国餐馆的阿泉（泉品子 饰）收留了。一次偶然中，功夫救下了阿泉的孙女丽子（藤本七海 饰），之后，功夫假扮成丽子的弟弟，跟随丽子来到了她就读的学校。学校里的女老师（佐田真由美 饰），其真实身份是黑暗文部省派来的间谍，她正在暗中秘密筹划一个邪恶的阴谋，而丽子则成为了她的人质。,经典电影暂无评价,East_Asia,Chinese,2000s,1,https://movie.douban.com/subject/2567628/
北京等待,2008,英语 / 汉语普通话,英语,外语为第一语言,张伦,剧情,中国大陆,3.7,717,George（Kelly Nyks 饰）与Judy（宋琇萱 Steph Song 饰）在北京偶遇，George对北京的文化古迹很感兴趣。Judy被老板以无理理由炒鱿鱼，却意外发现美国公司总部在寻找George，为求复工的她在带领George游玩时让老板连连扑空，当最后一次她准备把Geogre交出来时却听到了George的故事。George在法国出差时和一个伊拉克女孩儿莉迪亚相爱，但由于伊拉克战争即将爆发，莉迪亚被召回巴格达，她留下纸条约他在北京见面。伤心的George一人来到北京痴痴等待，然而现在美国对伊拉克的战争已经开始，他为心上人的生死揪心。Judy被George的深情打动，带他脱离险境。二人开始真正的一段友情之旅，但Judy发现自己已经爱上了他，正在这时，找到莉迪亚的消息传来……,,China,Chinese,2000s,1,https://movie.douban.com/subject/2124750/
女人不坏,2008,汉语普通话 / 韩语 / 乌兹别克语,汉语普通话,外语为主(外语2/中文1),徐克,喜剧,中国大陆 / 中国香港,6.0,129121,泛泛（周迅 饰）天资聪慧，却局限于实验室内。她不善于与男人交流，甚至被男人碰一下都会立时僵硬。精于专研人体科学的她发明了一样秘密武器——费洛蒙，只要把这种东西装在身上，就可以让异性趋之若鹜。铁菱（桂纶镁 饰）是个另类摇滚少女，爱好打拳击，副业写网络小说。从小迷恋天皇巨 星X，并渐渐把他想象成自己的男友，每天形影不离。唐露（张雨绮 饰）才貌双全，是大广场投资公司的执行总裁。她所遇到的男人，没有一个不对她顶礼膜拜，视她为梦中情人。从不对男人动心的唐露只希望人们明白，她得到的一切是靠她的才华，不是她的外表。生活在一个城市的三个女人，各怀梦想，各怀绝技。一场即将到来的拍卖会，一个即将被拆迁的音乐村，悄悄的把她们的命运交织在一起。,经典电影暂无评价,China,Chinese,2000s,1,https://movie.douban.com/subject/3230462/
少林少女,2008,日语 / 汉语普通话 / 粤语,日语,外语为第一语言,本广克行,动作 / 喜剧 / 运动,日本 / 中国香港,3.8,1846,天下武功出少林，盛名之下，奔赴少林习武的年轻人至今不绝。日本女孩樱泽凛（柴崎幸 饰）完成了3000天的少林修行，下山返日。而她回到家乡的第一件事就是四处央人学习少林拳，以完成自己光大少林拳的梦想，但无奈不被人理解，当年自己习武的武道场此时也已经荒废，樱泽凛在一家中餐馆中找到了昔日的师父岩井（江口洋介 饰），而后者已经放弃了武学之道。餐馆服务生敏敏（张雨绮 饰）对凛的身手颇为敬服，并介绍她加入了国际星馆大学的手网球队。凛武功虽高，但缺乏团队协作和控制力道的能力，赶来担任手网球队教练的岩井循循善诱令凛领悟少林拳的奥义。另一方面，星馆大学校长大尾（仲村亨 饰）在等待与凛较量的机会……,《少林少女》以荒诞喜剧解构传统功夫，内核却是少女成长的真实质变，虽节奏凌乱但活力盈溢。,East_Asia,Chinese,2000s,1,https://movie.douban.com/subject/2417346/
张纯如 南京大屠杀,2008,英语 / 汉语普通话,英语,外语为第一语言,Anne Pick / Bill Spahic,纪录片,中国香港 / 加拿大,8.7,3718,美籍华裔作家张纯如（Iris Chang 1968.3.28—2004.11.9），在完成自己第一部作品《蚕丝》后，开始将目光着眼于发生在20世纪30年代末的那场惨绝人寰的大屠杀。1937年，日本侵华战争爆发，短短几个月内，中华大地狼烟滚滚，生灵涂炭。日军长驱直入，攻陷时为国民政府首都的南京，并对这座城市和城中的军民进行了丧失人性的洗劫和杀戮。这场超过30万人丧生的大屠杀，却在战后因种种原因而鲜为人知，甚至日方一再否认大屠杀的存在。为了还原历史，还受害者与公道，张纯如一面收集大量第三方资料，一面前往南京、上海等地与屠杀幸存者进行面对面的取证交谈，前后历经三年时间，终于在1997年南京大屠杀60周年之际推出《南京暴行》一书，使这段“被遗忘了的大屠杀”的历史为世人所知。2004年，张纯如在筹备第四部作品期间饮弹自杀。本片由多伦多史维会和大地娱乐（香港）有限公司共同投资拍摄，由华裔郑启蕙扮演张纯如。,纪录片用沉重而充满力量的镜头，记录了张纯如探寻历史真相的过程，展现了文字与正义的尊严。,China,Chinese,2000s,1,https://movie.douban.com/subject/2305280/
狼牙,2008,粤语 / 日语 / 英语,粤语,外语为主(外语2/中文1),李忠志 / 吴京,动作 / 惊悚,中国香港,6.4,41648,台风过境，阴霾的天色不知会在闭港的小岛上空持续多久，陈旧的民宅内，几个帮派人物突遭袭击，来人身手矫健，斩去当家马天泰之首级后消失于夜色……次日，小岛女警晓禾（Celina Jade 饰）为救自家的猫坠树，一过路男子相救，他自称阿布（吴京 饰）。两人在食档与三名泰国悍匪狭路相逢，晓禾耿直但无法抵敌，阿布出手拼倒三人，随晓禾暂留警局。阿布令属意晓禾的警员泰山（森美 饰）大为吃味，同袍关公（许绍雄 饰）与靓宝（方力申 饰）冷语调笑，给这孤独的小岛警局凭添了不少温馨活气。马天泰遗孀佐佐木（青山伦子 饰）命手下肥荣（林雪 饰）带人登岛，寻回马爷头颅凑成全尸，孰料晓禾与泰山巡逻中发现藏尸处反将尸身也带走，肥荣等人冲入警局抢尸，混战中靓宝中枪殉职。港口重新开放，大批警员登岛，阿布因断头案的嫌疑被短暂扣留后释放，他虽然能瞒过警方，却无法摆脱佐佐木的追杀，晓禾被对方掳走以后，阿布再没有其他选择……,《狼牙》通过倾注深恕的细节刻画，讲述了命运的无常起伏，闡头运动极其考究，是一部乙音绕梁的文艺精品。,China,Chinese,2000s,1,https://movie.douban.com/subject/3082452/
荡寇,2008,葡萄牙语 / 汉语普通话 / 日语,葡萄牙语,外语为第一语言,余力为,惊悚,巴西 / 中国大陆 / 中国香港 / 日本,5.1,3901,《荡寇》以巴西圣保罗市区一处传统的东洋街区为背景，讲述了年轻冲动的纨绔子弟麒麟和他的父亲，一个带有传奇色彩的中国籍逃犯野良之间的恩恩怨怨。这对父子是南美最大的假货走私集团的首领。他们统治着东洋街区这个充斥着帮会势力、街头商贩、腐败政客和舞女的地方。然而，苦心经营多年的帝国仍会因一着不慎而难逃毁灭的命运。一个由政客和黑帮串通的阴谋正在逼近野良。他逐渐地失去了对生意的控制，陷入了颓废之中，最终锒铛入狱。剩下麒麟在这个街区战场中孤军奋战。但野良有感于年华已逝，厌倦了血雨腥风，便离开了儿子，制造了自己死亡的假象。搭乘军方安排的直升机被投进丛林，那是他生命的起点，如今是他作茧自缚、忏悔的迷宫。摆脱了暴力的困惑迷惘，麒麟开始寻找他的父亲。在神秘的森林中，父子俩将过往的恩仇一笔勾销。那刺出的一刀杀死了一个世界，万物在麒麟面前枯萎然后重生， 密林和大海一片寂静，生命还是自己在承担。,经典电影暂无评价,Other,Chinese,2000s,1,https://movie.douban.com/subject/2135982/
蝎子,2008,日语 / 粤语,日语,外语为第一语言,马伟豪,动作,日本 / 中国香港,4.6,855,熹泰（郭品超 饰）和妻子松岛奈美（水野美纪 饰）结婚不久，彼此之间十分恩爱。不幸的是，熹泰的父亲得罪了名为早夜的女人，狠毒的早夜派出了杀手赤城（梁小龙 饰）、苍狼（李灿森 饰）和星愁（黄伊汶 饰）等人取熹泰性命，哪知道一行人玩心大起，竟然声称如果松岛奈美杀死熹泰的妹妹，便可以饶熹泰一命，痛苦之中，松岛奈美做出了选择，并因此被关入了监狱。在狱中，单纯的松岛奈美历尽折辱，唯一支撑着她活下去的，就是复仇的信念。幸运的是，她结识了身世神秘的“收尸人”，习得了高超的武艺。终于，松岛奈美迎来了重获自由的那一天，而让她没有想到的是，自己最放不下的熹泰，竟然失去了和自己有关的记忆。,经典电影暂无评价,East_Asia,Chinese,2000s,1,https://movie.douban.com/subject/2330745/
长江七号,2008,英语 / 汉语普通话 / 粤语,英语,外语为第一语言,周星驰,喜剧 / 科幻,中国大陆 / 中国香港,7.0,408457,小狄（徐娇 饰）是一个在贵族学校念书的穷孩子。他诚实善良，却总是遭到富家子的欺负和嘲笑。小狄和爸爸（周星驰 饰）住在一所废弃的旧房子里，爸爸每天拼命的工作，就是为了让他念好书，将来出人头地。平日，小狄总是很乖，就算体育课因为没有运动鞋而被老师罚站，他也从不埋怨爸爸。可是这一次，为了一个大家都有的玩具，小狄跟爸爸发起脾气来。爸爸买不起，就在垃圾堆里捡了一个“球”给儿子玩。谁知，这个透明的小球却变成一只活泼可爱，拥有超能力的太空狗。小狄欣喜极若狂，给他取名叫“长江七号”。小狄梦想着用七仔的超能力考100分，却没想到七仔非但没有帮到他，却让他得了个零蛋。他偷偷修改了成绩单，跟爸爸说了一次谎。爸爸大怒，小狄离家出走，赌气要凭真本事考好成绩给爸爸看。谁知，正当小狄笑着，拿着成绩单的时候，工地发生事故，爸爸从楼上摔了下来……,在轻松诙谐的演绎中，传递出积极面对生活的乐观态度，具有独特的市井烟火气与感染力。,China,Chinese,2000s,1,https://movie.douban.com/subject/1961963/
靖国神社,2008,日语 / 汉语普通话,日语,外语为第一语言,李缨,纪录片,中国 / 日本,7.7,2276,靖国神社，这个在东亚近代史上占据着重要位置的建筑物，至今仍会引起无数争论。它坐落于东京都千代田区九段北，里面供奉着自戊辰战争以来为国捐躯的战士的英灵，其中包括二战期间东条英机等14名甲级战犯的牌位，这也成为日本和其余东亚国家长久以来矛盾的焦点所在。来自中国的李缨前后花费十几年的时间，记录下围绕靖国神社所发生的一切：小泉纯一郎在民众的欢呼和支持声中走入神社进行参拜；二战老兵穿着当年的军装，整齐划一前来祭拜亡灵；反对参拜的呼声从年轻人的口中响起，但他们却被固执的“长辈”驱逐出去；美国男人声援参拜，却有日本人拒绝美国国旗的出现；台湾原住民每年都要来日，强烈要求将祖先的牌位撤去带回台湾……这些事每天每年都在发生，围绕靖国神社引发的争论久久不能平息。,经典电影暂无评价,China,Chinese,2000s,1,https://movie.douban.com/subject/2154309/
黄石的孩子,2008,英语 / 汉语普通话 / 日语,英语,外语为第一语言,罗杰·斯波蒂斯伍德,剧情 / 战争,澳大利亚 / 中国大陆 / 德国,6.7,19086,英国记者乔治•何克（乔纳森•莱斯•梅耶斯 饰）潜入了南京，打算把日军在当地的暴行公诸于世。可是他被日军发现了，在即将被斩头之际，一名中国游击队员陈汉生（周润发 饰）救起了。何克还认识了战地外籍医生丽（拉达•米契尔 饰）。何克辗转到了黄石，与60多名孤儿一起居住。孩子们保饱受战争折磨，对外国人他们都有抵触心理，甚至不尊重。可是随着时间的过去，何克的热心与善良还是感动了孩子们，短短几个月他们的生活与周遭环境有了很大的改善。也幸得有好心人王太太（杨紫琼 饰）的帮助。生活日渐上了安稳的轨道，战争的步伐也逐渐逼近。何克与汉生还有丽决定带着孩子们到山丹，一个人迹罕至的地方。路途之艰辛，同伴的离世也无法阻挡他们的脚步。可是一场疾病，还是打击了汉克、丽与孩子们的生活……,经典电影暂无评价,Other,Chinese,2000s,1,https://movie.douban.com/subject/1923474/
何止爱,2009,英语 / 汉语普通话,英语,外语为第一语言,陈奕甫,剧情 / 爱情,中国台湾,6.9,247,故事的主人公是一个外表平平的男子，他穿着黑色西装，带着黑框眼镜，虽然是职场人士模样，但周身散发着颓废疲劳的消极气息。他讨厌坐电梯，电梯门打开后对面墙的话让他心烦不已；他也讨厌和一群人共享电梯，零距离的感觉让他焦躁不安。唯一让男人感到些许开心的，是不久前刚刚乘坐电梯的女孩子留下的香气。特殊的香气让男人心驰神往，不觉多了一份渴望与期待。某天，男人终于见到那个香气的主人，女孩的美丽容颜和独特气质似乎满足了他此前的想象，他久久凝望女孩，猜测关于女孩的一切，并且鼓起勇气与女孩聊天。老旧的电梯内，复古气息和发霉的味道并存，这会是一个浪漫故事吗？,,China,Chinese,2000s,1,https://movie.douban.com/subject/5913005/
南京！南京！,2009,汉语普通话 / 日语 / 英语 / 德语,汉语普通话,外语为主(外语3/中文1),陆川,剧情 / 历史 / 战争,中国大陆 / 中国香港,7.5,163655,1937年12月13日，时为国民政府首都的南京城沦陷，部分官员弃城逃亡，但仍有许多官兵留守，誓死保卫这个大厦将倾的城池。宋锡濂部军官陆剑雄（刘烨 饰）协同战友与日军展开了激烈的巷战，他们微弱而顽强的抵抗最终被压制，数以万计的中国军民成为俘虏，在枪炮声中血染长江；金陵女子学院安全区，女教师姜淑云（高圆圆 饰）奔波往复，尽力帮助和拯救所有来此避难的同胞，但兽性大发的日军早已虎视眈眈盯上了藏身于此的妇女；拉贝的秘书唐先生（范伟 饰）小心应付，委曲求全，为了保护家人而做出错误的选择，他也为此付出代价；舞女小江（江一燕 饰）纵使逃亡避难也不愿抛却女性的柔媚，她在关键时刻的选择则在其女性的外壳下注入一份刚强；日本人角川（中泉英雄 饰）随部队进驻这个千疮百孔、破败不堪的城池，在这个人间炼狱，他的心灵感受到前所未有的巨大冲击。狼烟滚滚，血流成河，大时代的背景下，人们既要承受时代的无情给予，也要做出攸关命运的痛苦抉择……,影片以宏大悲壮的战争史诗与凌厉的动作美学，深刻探讨了家国情怀、江湖道义与人性抉择。,China,Chinese,2000s,1,https://movie.douban.com/subject/2294568/
复仇,2009,粤语 / 英语 / 法语,粤语,外语为主(外语2/中文1),杜琪峰,动作 / 犯罪 / 惊悚,中国香港 / 法国,6.9,25204,费兰斯•高德勒（约翰尼•哈里戴 Johnny Hallyday 饰）20年前曾是叱咤风云的杀手，收山后他在巴黎开了一家餐馆，过着平静安宁的日子。某天，他定居在澳门的女儿爱莲（Sylvie Testud 饰）一家遭到不明身份的杀手的袭击。女婿和两个外孙全部遇难，只有爱莲侥幸逃生。费兰斯得知消息后连忙从法国赶往澳门，在见到现场的惨状后，他决心不惜一切代价为女儿一家复仇。由于人生地不熟，费兰斯的调查毫无进展。偶然间，他在酒店遭遇一起暗杀事件，三个杀手阿鬼（黄秋生 饰）、阿柱（林家栋 饰）和肥乐（林雪 饰）给他留下极深的印象。经过短暂的试探和接触，费兰斯决定雇佣阿鬼三人作为帮手。凭借爱莲留下的线索和在凶案现场的勘查，众人逐渐缩小包围圈，一场复仇战随即悄悄地展开，而幕后的阴谋也慢慢浮出水面……,影片以冷酷凌厉的枪战美学，展现了宿命杀戮的悲壮仪式，探讨了记忆消逝与道义坚守的矛盾，极具杜氏动作风格。,China,Chinese,2000s,1,https://movie.douban.com/subject/3302627/
好雨时节,2009,汉语普通话 / 英语 / 韩语,汉语普通话,外语为主(外语2/中文1),许秦豪,剧情 / 爱情,韩国 / 中国,6.4,26039,韩国年轻帅气的小伙子东河（郑宇成 饰）来到中国四川成都出差，在游览杜甫草堂时偶遇留学时相识的中国同学五月（高圆圆 饰），后者目前在杜甫草堂从事讲解工作。这次相遇，让两人的心再次碰撞出爱情的火花。他们回忆着生日派对的誓言、彼此亲昵的举动，甚至是关于自行车的留恋，但是两人却给出了不同的版本。他们相约在雨夜，共同品尝中国的菜肴。然而，当他对她主动作出爱的表白时，她却左躲右闪。由于公司安排，东河要离开中国。在雨中，他挽着她的手翩翩起舞，但是气氛似乎显得过于沉静，以至于他开始怀疑自作动情。但是，一场机场送别却让两人重新敞开了心扉……,经典电影暂无评价,East_Asia,Chinese,2000s,1,https://movie.douban.com/subject/3401409/
拉贝日记,2009,粤语 / 汉语普通话 / 德语 / 日语 / 英语,粤语,外语为主(外语3/中文2),佛罗瑞·加仑伯格,传记 / 剧情 / 历史,法国 / 中国大陆 / 德国,7.4,29919,1937年，在中国南京生活多年的德国商人拉贝（乌尔里奇·图克尔 Ulrich Tukur 饰）与妻子多拉准备回国。他把在西门子中国分部担任的职务交给继承人，然而就在当天的欢送舞会上，日军开始轰炸南京城，到处烧伤抢劫，引起南京暴乱。恐慌的居民四处逃散，拉贝毅然打开公司大门 收留中国员工及其他难民。南京城的外国传教士、医生、商人们商议在南京建立一个“南京国际安全区”来保障无辜百姓的安全，拉贝被推举为主席。本来第二天决定回国的拉贝决定要留下来，去拯救无辜的老百姓。当他目睹日本帝国主义的军队对南京人民施加的惨无人道的暴行时，拉贝更加积极地与同伴们和日军斗智斗勇，试图挽救更多的生命。越来越多的难民涌入安全区，这完全超出了他们的想象。与之同时，日军的暴行更加疯狂，拉贝的人道救助引起他们的不满，安全区多次受到日军的冲击，补给变得越来越艰难。几十万的无辜百姓等待拉贝去拯救，巨大压力下拉贝怎样去完成这人性的使命？,影片通过宏大而沉重的历史笔触，真实还原了南京大屠杀期间的惨烈景象，歌颂了人性的光辉与伟大。,Europe,Chinese,2000s,1,https://movie.douban.com/subject/2294565/
无声风铃,2009,英语 / 粤语 / 汉语普通话 / 瑞士德语,英语,外语为第一语言,洪荣杰,剧情 / 同性,中国香港 / 瑞士 / 德国,7.5,6613,帕斯卡（Bernhard Bulling 饰）和永健（吕聿来 饰）是漂在香港的两个年轻人。帕斯卡来自瑞士，靠做街头艺人和小偷小摸维持生活；永健来自北京，是一家烧腊店的外卖伙计。两个陌生人在陌生的城市不期而遇，发展出一段心动的爱情。然而快乐却是短暂而伤感的，最终因为帕斯卡的一场意外而化做泡沫。很多年后永健单身前往瑞士去追寻爱人走过的足迹，却遇到有着和帕斯卡相似面容的男子。正如风铃破碎的旋律，这段诗意爱情的秘密将在静静的来回插叙中逐步揭示......在中国传统文化中， 当微风吹起风铃声响，代表有先人或魂魄到访。这是一个信号，告诉在世的人「我」回来了，亦是再次提醒他们至亲至爱已经永隔的事实。 《无声风铃》是一部关于放手的电影，它紧凑地展现了东西方在生活哲学、看待死亡与来世上的区别，同时也模糊了爱情与种族的界线、呈现不同文化的融合与一致。本片是香港导演洪荣杰的第一部剧情长片。,经典电影暂无评价,China,Chinese,2000s,1,https://movie.douban.com/subject/3439354/
